-0.18360895,-1.69223279,48.19674856
-1.52154864,-2.90207858,49.02311482
-1.75092261,-4.22237076,49.03654887
-0.93893387,-4.00683264,48.63125317
-1.0622275,-2.12402918,48.76781002
-1.0789872,-2.56937936,47.61967694
-1.92405675,-3.89947296,47.89674775
-1.94485754,-3.43764462,48.00846038
-0.20477609,-2.36849275,48.17865032
-0.25544417,-1.72203737,47.22686421
-1.71725514,-3.19909608,47.59521261
-2.87720267,-3.42354849,48.21303659
-1.87038136,-2.81217966,48.29713653
-2.02783938,-3.81784371,48.79957829
-2.020477,-3.10848828,48.83989236
-2.58021909,-2.85311542,49.34856051
-3.03002395,-2.44158976,49.97919103
-3.02171868,-1.7942186,49.02197403
-3.62333836,-2.66804795,49.68967532
-3.7811829,-2.00589956,49.22212588
-2.53560965,-2.45366059,48.75949568
-2.62103355,-2.64296453,48.50887256
-2.56041484,0.12013928,49.41850061
-1.68699271,1.35461185,49.69303084
-2.33287869,0.24814356,50.88628914
-1.10603623,0.08704591,50.47039313
-2.64111678,-1.61707806,50.19743444
-1.50306689,-4.38391778,49.95520432
-3.15049284,-3.35373314,49.56362349
-2.35521133,-2.65358855,48.44478612
-2.8663733,-3.00261736,49.76414685
-2.44205531,-3.73436566,49.92432421
-1.50417367,-5.11002493,50.42456246
-1.08691401,-4.20776363,49.94697484
-3.0344693,-3.21341901,49.9721689
-1.72790281,-3.65249441,50.44483483
-2.07287154,-3.80054728,50.48818498
-3.04272039,-3.88265487,50.46695836
-2.06997671,-2.97669645,50.62052917
-2.46378884,-3.25468234,49.82314374
-2.9021241,-2.20394223,50.04323846
-2.99362077,-3.23900559,49.16886816
-3.08381507,-2.75981603,49.95021911
-3.41671434,-4.01708864,49.55101215
-2.17514796,-3.1859758,50.2709263
-2.27411282,-3.20510042,50.25475612
-2.60845872,-3.81562972,50.99951822
-2.20779818,-4.14249893,49.9035259
-3.0143051,-4.71166028,51.14485637
-2.57690521,-3.65806652,50.75226996
-1.73622438,-3.5462534,50.23174037
-2.04312383,-2.58518195,50.42735213
-1.63048658,-2.26382294,50.52202726
3.61840581e-02,-2.46623212e+00,5.07519363e+01
-1.70564523,-2.95258647,50.48671137
-1.49039118,-2.95150911,50.27661279
-2.42351495,-2.28218852,51.12026202
-1.37796387,-4.132372,50.95102484
-2.46854874,-2.24665803,51.37035849
-3.24427649,-1.70779491,50.43493573
-1.47300818,-2.95571861,51.14682502
-1.21469274,-4.49892428,50.80810905
-1.8401715,-3.25673641,51.15370847
-1.89698676,-2.62944939,50.81958744
-1.96678787,-3.09826347,51.3176672
-1.44855402,-2.46537569,50.09591456
-1.66104471,-2.76765643,50.23368382
-0.74041662,-3.20755242,50.16437578
-2.33196842,-2.980892,50.89606041
-2.66287481,-2.76071534,50.64147041
-0.96671673,-3.27409689,50.609643
-2.26475354,-2.43944221,50.1832067
-0.70538079,-3.65529766,50.00634789
-3.3351114,-2.02654859,50.3617744
-3.38236843,-3.41515794,50.21260725
-3.61869516,-2.23385645,49.97696998
-2.40319206,-1.86063036,51.1235638
-2.20299728,-1.78260239,51.5839718
-1.12470438,-3.14498963,51.57850612
-0.60480189,-3.96920039,51.26196227
-2.55404484,-4.29815561,51.63868457
-2.38480898,-3.72197893,52.16661891
-1.22362705,-4.69408139,52.05992915
-1.8637786,-2.30280425,52.91878329
-1.24247092,-3.18771973,53.21180623
-2.76280062,-2.81813698,53.48515503
-1.31427932,-3.73966211,53.10256504
-1.97225286,-4.06547522,52.84458955
-1.36479856,-1.65583808,52.69222136
-0.5367575,-2.73790517,52.92059474
-0.20722273,-2.96027731,53.2013718
-0.2346814,-2.89072855,53.19814662
-0.4213038,-2.95306286,53.87797496
0.12612546,-2.70698756,53.9584592
0.45853326,-2.22012987,53.72623579
-1.28253603,-2.69453415,54.1870051
-0.6963213,-2.28300891,53.78542984
0.23811326,-3.12142724,54.46539827
-0.21367962,-1.9231408,53.37488862
-0.36404058,-1.31563406,53.70743719
-0.33424113,-2.0888611,54.09295404
1.67685977,-3.41046699,54.02843987
